flo2d_150_v2_station_id,ob_1_id,ob_1_dist,ob_2_id,ob_2_dist,ob_3_id,ob_3_dist
1,100014,4.29315512081789,100050,5.8736966773664845,100053,7.916701550953024
2,100014,4.2408908118477004,100050,5.809294976225345,100053,7.973459472067409
3,100014,4.193762428749345,100050,5.748588593218949,100053,8.032219599648473
4,100014,4.151235612031486,100050,5.690782554972778,100003,8.031800483761977
5,100014,4.113831420385232,100050,5.636442086090116,100003,8.030972341566558
6,100014,4.081907492845368,100050,5.586028415000249,100003,8.032966270594272
7,100014,4.055115340031158,100050,5.538892179193231,100003,8.037809689762907
8,100014,4.033954623740359,100050,5.4958193470029375,100003,8.04542631533113
9,100014,4.029196398057212,100050,5.466952870021915,100003,8.06692470490072
10,100014,4.019115930458594,100050,5.431396165159185,100003,8.080222087996368
11,100014,4.348659678801393,100050,5.960628846837879,100053,7.6259777883745
12,100014,4.281114387465706,100050,5.885560142656609,100053,7.675972768051392
13,100014,4.217911550409882,100050,5.813456646757417,100053,7.728603799833853
14,100014,4.15966342919492,100050,5.744926066501353,100053,7.783402135580395
15,100014,4.105700560861584,100050,5.679064649602872,100053,7.841125386814806
16,100014,4.0566602517206345,100050,5.6165036404936926,100003,7.892023395797561
17,100014,4.0130270130749,100050,5.557776701888482,100003,7.88832051593438
18,100014,3.974322698453207,100050,5.502123180263251,100003,7.887477727359357
19,100014,3.9412693352541113,100050,5.450467673206742,100003,7.889508337344611
20,100014,3.9135149006276735,100050,5.4021491368269245,100003,7.894440189522453
21,100014,3.8914434135874534,100050,5.357664674379682,100003,7.902263475664739
22,100014,3.8752504850446226,100050,5.317394147736121,100003,7.912880404703079
23,100014,3.8647689551301143,100050,5.280830976691244,100003,7.926436665034372
24,100014,3.860187808560466,100050,5.248372046589406,100003,7.942849498809579
25,100014,3.8614965749687817,100050,5.2202864183811934,100003,7.961949370396968
26,100014,4.444536591367337,100050,6.073774340964449,100053,7.344115012857029
27,100014,4.36343784119301,100050,5.9893485050160935,100053,7.386455358176174
28,100014,4.285504958674216,100050,5.906935092115637,100053,7.431931784351973
29,100014,4.211561915624997,100050,5.827281261356222,100053,7.480189527597122
30,100014,4.142319333246782,100050,5.7510554723631,100053,7.530790406904875
31,100014,4.076965817913864,100050,5.677244363852957,100053,7.584429396883357
32,100014,4.016245654058805,100050,5.606541370101643,100053,7.640685337372876
33,100014,3.9607646039331637,100050,5.539549591993373,100053,7.699059201439607
34,100014,3.909907279193355,100050,5.475395150249348,100003,7.737580670770252
35,100014,3.8643022236530182,100050,5.414705205861562,100003,7.73378718417024
36,100014,3.824412396840748,100050,5.358004050983704,100003,7.732945114039041
37,100014,3.7898188236995423,100050,5.304566676414735,100003,7.73504295221579
38,100014,3.761182642851691,100050,5.25528992794809,100003,7.740047482451209
39,100014,3.7056658520206214,100050,5.097085847981559,100003,7.789418151318406
40,100014,3.7070624029541657,100050,5.06796409200329,100003,7.809048603268634
41,100014,4.588985973190782,100050,6.222253647186836,100053,7.082966225965227
42,100014,4.494716771320172,100050,6.128111610851661,100053,7.117585582024168
43,100014,4.4042816316897895,100050,6.036956796876137,100053,7.154946434595624
44,100014,4.316540638228576,100050,5.947545596606341,100053,7.195555031530309
45,100014,4.241650868956924,100050,5.8697778494063,100053,7.249634895753004
46,100014,4.162053713569313,100050,5.786299210550445,100053,7.295636437308535
47,100014,4.0858775245831565,100050,5.704961642346937,100053,7.344790134995473
48,100014,4.0139553097966,100050,5.626513501633292,100053,7.396709490612517
